accessNumber,symbol,year,quarter,form,startDate,endDate,filedDate,acceptedDate,us-gaap_AccountsPayableCurrent,us-gaap_AccountsReceivableNetCurrent,us-gaap_AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap_Assets,us-gaap_AssetsCurrent,us-gaap_CashAndCashEquivalentsAtCarryingValue,us-gaap_CostOfGoodsAndServicesSold,us-gaap_EarningsPerShareBasic,us-gaap_EarningsPerShareDiluted,us-gaap_GrossProfit,us-gaap_IncomeTaxExpenseBenefit,us-gaap_IncomeTaxesPaidNet,us-gaap_IncreaseDecreaseInAccountsPayable,us-gaap_IncreaseDecreaseInAccountsReceivable,us-gaap_IncreaseDecreaseInInventories,us-gaap_IncreaseDecreaseInOtherOperatingAssets,us-gaap_IncreaseDecreaseInOtherOperatingLiabilities,us-gaap_InventoryNet,us-gaap_Liabilities,us-gaap_LiabilitiesAndStockholdersEquity,us-gaap_LiabilitiesCurrent,us-gaap_NetIncomeLoss,us-gaap_NonoperatingIncomeExpense,us-gaap_OperatingExpenses,us-gaap_OperatingIncomeLoss,us-gaap_OtherAssetsCurrent,us-gaap_OtherAssetsNoncurrent,us-gaap_OtherLiabilitiesNoncurrent,us-gaap_PaymentsForProceedsFromOtherInvestingActivities,us-gaap_ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,us-gaap_ResearchAndDevelopmentExpense,us-gaap_RetainedEarningsAccumulatedDeficit,us-gaap_SellingGeneralAndAdministrativeExpense,us-gaap_ShareBasedCompensation,us-gaap_StockholdersEquity,us-gaap_WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap_WeightedAverageNumberOfSharesOutstandingBasic,us-gaap_AccountsPayableCurrent_pct_change,us-gaap_AccountsReceivableNetCurrent_pct_change,us-gaap_AccumulatedOtherComprehensiveIncomeLossNetOfTax_pct_change,us-gaap_Assets_pct_change,us-gaap_AssetsCurrent_pct_change,us-gaap_CashAndCashEquivalentsAtCarryingValue_pct_change,us-gaap_CostOfGoodsAndServicesSold_pct_change,us-gaap_EarningsPerShareBasic_pct_change,us-gaap_EarningsPerShareDiluted_pct_change,us-gaap_GrossProfit_pct_change,us-gaap_IncomeTaxExpenseBenefit_pct_change,us-gaap_IncomeTaxesPaidNet_pct_change,us-gaap_IncreaseDecreaseInAccountsPayable_pct_change,us-gaap_IncreaseDecreaseInAccountsReceivable_pct_change,us-gaap_IncreaseDecreaseInInventories_pct_change,us-gaap_IncreaseDecreaseInOtherOperatingAssets_pct_change,us-gaap_IncreaseDecreaseInOtherOperatingLiabilities_pct_change,us-gaap_InventoryNet_pct_change,us-gaap_Liabilities_pct_change,us-gaap_LiabilitiesAndStockholdersEquity_pct_change,us-gaap_LiabilitiesCurrent_pct_change,us-gaap_NetIncomeLoss_pct_change,us-gaap_NonoperatingIncomeExpense_pct_change,us-gaap_OperatingExpenses_pct_change,us-gaap_OperatingIncomeLoss_pct_change,us-gaap_OtherAssetsCurrent_pct_change,us-gaap_OtherAssetsNoncurrent_pct_change,us-gaap_OtherLiabilitiesNoncurrent_pct_change,us-gaap_PaymentsForProceedsFromOtherInvestingActivities_pct_change,us-gaap_ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities_pct_change,us-gaap_ResearchAndDevelopmentExpense_pct_change,us-gaap_RetainedEarningsAccumulatedDeficit_pct_change,us-gaap_SellingGeneralAndAdministrativeExpense_pct_change,us-gaap_ShareBasedCompensation_pct_change,us-gaap_StockholdersEquity_pct_change,us-gaap_WeightedAverageNumberOfDilutedSharesOutstanding_pct_change,us-gaap_WeightedAverageNumberOfSharesOutstandingBasic_pct_change
0000320193-19-000076,AAPL,2019,3,10-Q,2018-09-30 00:00:00,2019-06-29 00:00:00,2019-07-31 00:00:00,2019-07-31 16:31:53,29115000000.0,14148000000.0,-639000000.0,322239000000.0,134973000000.0,50530000000.0,122055000000.0,8.92,8.86,74079000000.0,8040000000.0,11795000000.0,-19804000000.0,-9013000000.0,-496000000.0,-693000000.0,-8753000000.0,3355000000.0,225783000000.0,322239000000.0,89704000000.0,41570000000.0,1305000000.0,25774000000.0,48305000000.0,10530000000.0,33634000000.0,51143000000.0,268000000.0,26783000000.0,12107000000.0,53724000000.0,13667000000.0,4569000000.0,96456000000.0,4691759000.0,4660175000.0,-0.04362250763722364,-0.06211468346039106,-0.5737158105403602,-0.05777519166778755,0.09426329187813143,0.33015689164999484,0.37957342918178427,0.33134328358208953,0.3303303303303302,0.3756035059050731,0.3024461364004536,0.24197114878382653,-0.010986815821014795,0.11354089448974558,-1.4930417495029822,-1.9665271966527196,1.6743049190345247,-0.3130630630630631,-0.04385147667889111,-0.05777519166778755,-0.043381819732969285,0.31859417623548825,0.3912579957356077,0.5080451699725002,0.31402845406817015,-0.12917631491895465,-0.02755370514933353,-0.019591680245375276,-9.933333333333334,0.586670616113744,0.5422929936305732,-0.16781808606214565,0.4789524943187966,0.4868206963878945,-0.08883430946533155,-0.009539895827461953,-0.009515520372714192
0000320193-20-000010,AAPL,2020,1,10-Q,2019-09-29 00:00:00,2019-12-28 00:00:00,2020-01-29 00:00:00,2020-01-28 18:02:44,45111000000.0,20970000000.0,-418000000.0,340618000000.0,163231000000.0,39771000000.0,56602000000.0,5.04,4.99,35217000000.0,3682000000.0,4393000000.0,-1089000000.0,-2015000000.0,28000000.0,7054000000.0,5514000000.0,4097000000.0,251087000000.0,340618000000.0,102161000000.0,22236000000.0,349000000.0,9648000000.0,25569000000.0,12026000000.0,40457000000.0,55848000000.0,130000000.0,19740000000.0,4451000000.0,43977000000.0,5197000000.0,1710000000.0,89531000000.0,4454604000.0,4415040000.0,0.54940752189593,0.4821882951653944,-0.3458528951486698,0.0570353060926827,0.2093603905966379,-0.21292301603008112,-0.5362582442341568,-0.43497757847533636,-0.43679458239277646,-0.5246021139594217,-0.5420398009950249,-0.6275540483255617,-0.9450111088668955,-0.7764340397204039,-1.0564516129032258,-11.178932178932179,-1.6299554438478236,0.2211624441132638,0.1120722109281922,0.0570353060926827,0.1388678319807366,-0.465095020447438,-0.7325670498084291,-0.6256692791184915,-0.47067591346651483,0.14207027540360873,0.20286020098709634,0.09199694972919059,-0.5149253731343284,-0.2629653138184669,-0.6323614437928471,-0.18142729506365873,-0.6197409819272701,-0.6257386736703874,-0.0717943932984988,-0.05054714020903461,-0.05260210185239822
0000320193-20-000052,AAPL,2020,2,10-Q,2019-09-29 00:00:00,2020-03-28 00:00:00,2020-05-01 00:00:00,2020-04-30 18:03:10,32421000000.0,15722000000.0,-2789000000.0,320400000000.0,143753000000.0,40174000000.0,92545000000.0,7.63,7.56,57587000000.0,5568000000.0,7505000000.0,-13520000000.0,-7284000000.0,-699000000.0,8866000000.0,7500000000.0,3334000000.0,241975000000.0,320400000000.0,96094000000.0,33485000000.0,631000000.0,19165000000.0,38422000000.0,15691000000.0,41965000000.0,56795000000.0,426000000.0,39738000000.0,9016000000.0,33182000000.0,10149000000.0,3407000000.0,78425000000.0,4429648000.0,4387570000.0,-0.28130611159140784,-0.2502622794468288,5.672248803827751,-0.05935681614007482,-0.11932782375896733,0.010133011490784716,0.6350128970707749,0.5138888888888888,0.5150300601202404,0.6352045886929607,0.5122216186854971,0.7083997268381517,11.415059687786961,2.6148883374689826,-25.964285714285715,0.25687553161326915,0.3601741022850924,-0.18623382963143764,-0.03629021016619738,-0.05935681614007482,-0.05938665439844948,0.505891347364634,0.8080229226361031,0.986422056384743,0.5026790253822988,0.3047563612173625,0.03727414291717124,0.016956739722102876,2.276923076923077,1.0130699088145896,1.0256122219725903,-0.24546922254815018,0.9528574177410045,0.9923976608187135,-0.12404641967586649,-0.005602293716792772,-0.006221914184243005
0000320193-20-000062,AAPL,2020,3,10-Q,2019-09-29 00:00:00,2020-06-27 00:00:00,2020-07-31 00:00:00,2020-07-30 19:29:09,35325000000.0,17882000000.0,-550000000.0,317344000000.0,140065000000.0,33383000000.0,129550000000.0,10.25,10.16,80267000000.0,7452000000.0,8410000000.0,-10787000000.0,-5149000000.0,-10000000.0,6760000000.0,3867000000.0,3978000000.0,245062000000.0,317344000000.0,95318000000.0,44738000000.0,677000000.0,28754000000.0,51513000000.0,10987000000.0,41000000000.0,55696000000.0,689000000.0,54865000000.0,13774000000.0,24136000000.0,14980000000.0,5105000000.0,72282000000.0,4404695000.0,4362571000.0,0.08957157397982796,0.13738710087775097,-0.8027967013266404,-0.00953807740324597,-0.02565511676278065,-0.16903967740329562,0.39985952779728784,0.3433813892529489,0.34391534391534395,0.3938388872488583,0.33836206896551735,0.12058627581612269,-0.2021449704142012,-0.293108182317408,-0.9856938483547926,-0.2375366568914956,-0.48440000000000005,0.19316136772645476,0.012757516272342118,-0.00953807740324597,-0.008075426145232822,0.3360609228012543,0.07290015847860531,0.5003391599269502,0.3407162563114883,-0.29978968835638264,-0.022995353270582664,-0.01935029492032747,0.6173708920187793,0.3806683778750817,0.5277284826974269,-0.27261768428666144,0.47600748842250473,0.49838567654828303,-0.07832961428116036,-0.005633178979458364,-0.005697686874511443
0000320193-21-000010,AAPL,2021,1,10-Q,2020-09-27 00:00:00,2020-12-26 00:00:00,2021-01-28 00:00:00,2021-01-27 18:03:06,63846000000.0,27101000000.0,179000000.0,354054000000.0,154106000000.0,36010000000.0,67111000000.0,1.7,1.68,44328000000.0,4824000000.0,1787000000.0,21670000000.0,10945000000.0,950000000.0,3526000000.0,7959000000.0,4973000000.0,287830000000.0,354054000000.0,132507000000.0,28755000000.0,45000000.0,10794000000.0,33534000000.0,13687000000.0,43270000000.0,56042000000.0,-204000000.0,25177000000.0,5163000000.0,14301000000.0,5631000000.0,2020000000.0,66224000000.0,17113688000.0,16935119000.0,0.807388535031847,0.5155463594676211,-1.3254545454545454,0.11567888474337007,0.10024631421125907,0.07869274780576951,-0.48196835198764953,-0.8341463414634146,-0.8346456692913387,-0.4477431572128022,-0.3526570048309179,-0.7875148632580262,-3.008899601372022,-3.1256554670809864,-96.0,-0.47840236686390536,1.0581846392552365,0.2501256913021619,0.17451910128865356,0.11567888474337007,0.39015715814431684,-0.35725781215074437,-0.9335302806499262,-0.6246087500869444,-0.3490186943101742,0.24574497132975326,0.055365853658536635,0.0062122953174374995,-1.2960812772133528,-0.5411099972660166,-0.6251633512414694,-0.4074825986078886,-0.6240987983978639,-0.604309500489716,-0.08381063058576133,2.8853287231011455,2.881912523601335
0000320193-21-000056,AAPL,2021,2,10-Q,2020-09-27 00:00:00,2021-03-27 00:00:00,2021-04-29 00:00:00,2021-04-28 18:02:54,40127000000.0,18503000000.0,-286000000.0,337158000000.0,121465000000.0,38466000000.0,118616000000.0,3.11,3.08,82407000000.0,9205000000.0,10276000000.0,-1997000000.0,2347000000.0,1226000000.0,4333000000.0,3045000000.0,5219000000.0,267980000000.0,337158000000.0,106385000000.0,52385000000.0,553000000.0,21370000000.0,61037000000.0,13376000000.0,43339000000.0,52953000000.0,0.0,39605000000.0,10425000000.0,15261000000.0,10945000000.0,4001000000.0,69178000000.0,17021423000.0,16844298000.0,-0.3715033048272406,-0.3172576657687908,-2.5977653631284916,-0.0477215340032876,-0.2118087550127834,0.06820327686753669,0.7674598799004635,0.8294117647058823,0.8333333333333335,0.8590281537628588,0.9081674958540631,4.750419697817572,-1.0921550530687587,-0.7855641845591594,0.29052631578947374,0.22887124220079413,-0.6174142480211082,0.049467122461291035,-0.06896431921620405,-0.0477215340032876,-0.19713675503935646,0.8217701269344462,11.28888888888889,0.9798035945895869,0.8201526808612154,-0.02272229122525027,0.0015946383175409196,-0.05511937475464834,-1.0,0.5730627159709258,1.0191748983149331,0.06712817285504502,0.9437044929852603,0.9806930693069307,0.044606185068857274,-0.0053912984740636105,-0.005362879351482608
0000320193-21-000065,AAPL,2021,3,10-Q,2020-09-27 00:00:00,2021-06-26 00:00:00,2021-07-28 00:00:00,2021-07-27 18:03:42,40409000000.0,17475000000.0,58000000.0,329840000000.0,114423000000.0,34050000000.0,164795000000.0,4.42,4.38,117662000000.0,11830000000.0,18536000000.0,-1786000000.0,1316000000.0,1213000000.0,5899000000.0,463000000.0,5178000000.0,265560000000.0,329840000000.0,107754000000.0,74129000000.0,796000000.0,32499000000.0,85163000000.0,13641000000.0,44854000000.0,52054000000.0,78000000.0,49880000000.0,16142000000.0,9233000000.0,16357000000.0,5961000000.0,64280000000.0,16941527000.0,16772656000.0,0.00702768709347823,-0.0555585580716641,-1.2027972027972027,-0.021704957319713558,-0.057975548511917,-0.11480268288878492,0.38931510082956766,0.4212218649517685,0.42207792207792205,0.42781559818947423,0.28517110266159706,0.8038147138964578,-0.10565848773159736,-0.4392841925862804,-0.010603588907014627,0.36141241633971855,-0.8479474548440066,-0.007855911094079349,-0.009030524666019835,-0.021704957319713558,0.012868355501245432,0.4150806528586428,0.43942133815551543,0.5207767898923725,0.3952684437308518,0.019811602870813294,0.034956967165832076,-0.016977319509753896,inf,0.25943693978033067,0.5483932853717026,-0.3949937749819802,0.4944723618090452,0.48987753061734574,-0.0708028563994334,-0.004693849627025903,-0.004253190011243024
0000320193-22-000007,AAPL,2022,1,10-Q,2021-09-26 00:00:00,2021-12-25 00:00:00,2022-01-28 00:00:00,2022-01-27 18:00:58,74362000000.0,30213000000.0,-927000000.0,381191000000.0,153154000000.0,37119000000.0,69702000000.0,2.11,2.1,54243000000.0,6611000000.0,5235000000.0,19813000000.0,3934000000.0,-681000000.0,4921000000.0,4236000000.0,5876000000.0,309259000000.0,381191000000.0,147574000000.0,34630000000.0,-247000000.0,12755000000.0,41488000000.0,18112000000.0,50109000000.0,55056000000.0,374000000.0,11309000000.0,6306000000.0,14435000000.0,6449000000.0,2265000000.0,71932000000.0,16519291000.0,16391724000.0,0.8402336113242099,0.7289270386266093,-16.982758620689655,0.15568457433907357,0.3384896393207659,0.09013215859030832,-0.5770381382930307,-0.5226244343891403,-0.5205479452054794,-0.5389930478829188,-0.4411665257819104,-0.7175766076823479,-12.09350503919373,1.9893617021276597,-1.5614179719703216,-0.16579081200203427,8.14902807775378,0.13480108149864822,0.16455414972134363,0.15568457433907357,0.3695454461087291,-0.5328413981033064,-1.3103015075376885,-0.6075263854272439,-0.5128400831346946,0.32776189428927505,0.1171578900432515,0.05767088023975098,3.7948717948717947,-0.7732758620689655,-0.6093420889604757,0.5634138416549335,-0.6057345478999816,-0.6200301962757926,0.11904169259489739,-0.02492313709384053,-0.02271148946237256
0000320193-22-000059,AAPL,2022,2,10-Q,2021-09-26 00:00:00,2022-03-26 00:00:00,2022-04-29 00:00:00,2022-04-28 18:03:58,52682000000.0,20815000000.0,-6494000000.0,350662000000.0,118180000000.0,28098000000.0,124421000000.0,3.65,3.62,96802000000.0,11740000000.0,9301000000.0,-1750000000.0,-5542000000.0,-1065000000.0,3542000000.0,1888000000.0,5460000000.0,283263000000.0,350662000000.0,127508000000.0,59640000000.0,-87000000.0,25335000000.0,71467000000.0,15809000000.0,51959000000.0,52432000000.0,568000000.0,18000000000.0,12693000000.0,12712000000.0,12642000000.0,4517000000.0,67399000000.0,16461304000.0,16335263000.0,-0.2915467577526156,-0.3110581537748651,6.005393743257821,-0.08008845959112365,-0.22835838437128642,-0.24302917643255473,0.7850420360965251,0.7298578199052133,0.7238095238095237,0.7845989344247184,0.7758281651792467,0.7766953199617956,-1.0883258466663301,-2.4087442806304016,0.5638766519823788,-0.2802275960170697,-0.554296506137866,-0.07079646017699115,-0.08405899262430516,-0.08008845959112365,-0.13597246127366613,0.7222061796130523,-0.6477732793522267,0.9862798902391219,0.7225944851523332,-0.12715326855123676,0.03691951545630534,-0.047660563789596044,0.518716577540107,0.5916526660182155,1.0128449096098953,-0.11936266020090058,0.960303923088851,0.994260485651214,-0.0630178501918478,-0.003510259611020805,-0.00344448210572601
0000320193-22-000070,AAPL,2022,3,10-Q,2021-09-26 00:00:00,2022-06-25 00:00:00,2022-07-29 00:00:00,2022-07-28 18:06:56,48343000000.0,21803000000.0,-9297000000.0,336309000000.0,112292000000.0,27502000000.0,171495000000.0,4.86,4.82,132687000000.0,15364000000.0,12251000000.0,-6108000000.0,-4561000000.0,-1049000000.0,3289000000.0,-14000000.0,5433000000.0,278202000000.0,336309000000.0,129873000000.0,79082000000.0,-97000000.0,38144000000.0,94543000000.0,16386000000.0,52605000000.0,53629000000.0,1183000000.0,24203000000.0,19490000000.0,5289000000.0,18654000000.0,6760000000.0,58107000000.0,16394937000.0,16277824000.0,-0.08236209711096765,0.04746576987749229,0.4316291961810903,-0.04093115307618167,-0.04982230495853779,-0.021211474126272334,0.3783444916854872,0.3315068493150686,0.33149171270718236,0.3707051507200265,0.3086882453151618,0.31717019675303737,2.490285714285714,-0.1770119090581017,-0.015023474178403773,-0.0714285714285714,-1.007415254237288,-0.0049450549450549275,-0.017866788108577558,-0.04093115307618167,0.0185478558208112,0.3259892689470154,0.11494252873563227,0.5055851588711269,0.32289028502665573,0.036498197229426266,0.012432879770588379,0.022829569728410215,1.0827464788732395,0.3446111111111112,0.5354920034664776,-0.5839364380113279,0.4755576649264357,0.4965685189284923,-0.13786554696657216,-0.0040316976103472735,-0.0035162580486154393
0000320193-23-000006,AAPL,2023,1,10-Q,2022-09-25 00:00:00,2022-12-31 00:00:00,2023-02-03 00:00:00,2023-02-02 18:01:30,57918000000.0,23752000000.0,-12912000000.0,346747000000.0,128777000000.0,20535000000.0,66822000000.0,1.89,1.88,50332000000.0,5625000000.0,828000000.0,-6075000000.0,-4275000000.0,1807000000.0,4099000000.0,3758000000.0,6820000000.0,290020000000.0,346747000000.0,137286000000.0,29998000000.0,-393000000.0,14316000000.0,36016000000.0,16422000000.0,60924000000.0,53107000000.0,141000000.0,7127000000.0,7709000000.0,3240000000.0,6607000000.0,2905000000.0,56727000000.0,15955718000.0,15892723000.0,0.19806383550876028,0.08939136816034488,0.3888351080993868,0.0310369332964624,0.14680475902112344,-0.2533270307613992,-0.6103559870550161,-0.6111111111111112,-0.6099585062240664,-0.6206712036597406,-0.6338844051028378,-0.9324136805158763,-0.005402750491159125,-0.06270554702916031,-2.7225929456625355,0.2462754636667681,-269.42857142857144,0.2552917356893061,0.042479924659060586,0.0310369332964624,0.05707883855766793,-0.6206722136516527,3.051546391752577,-0.6246854026845637,-0.619051648456258,0.002196997436836323,0.15814086113487313,-0.009733539689347204,-0.8808114961961115,-0.7055323720199975,-0.6044638276038994,-0.3874078275666477,-0.6458132304063471,-0.5702662721893491,-0.023749290102741516,-0.026789916911544087,-0.023658014732190202
0000320193-23-000064,AAPL,2023,2,10-Q,2022-09-25 00:00:00,2023-04-01 00:00:00,2023-05-05 00:00:00,2023-05-04 18:03:52,42945000000.0,17936000000.0,-11746000000.0,332160000000.0,112913000000.0,24687000000.0,119682000000.0,3.42,3.41,92308000000.0,9847000000.0,4894000000.0,-20764000000.0,-9596000000.0,2548000000.0,4092000000.0,1757000000.0,7482000000.0,270002000000.0,332160000000.0,120075000000.0,54158000000.0,-329000000.0,27974000000.0,64334000000.0,13660000000.0,65388000000.0,52886000000.0,247000000.0,17124000000.0,15166000000.0,4336000000.0,12808000000.0,5591000000.0,62158000000.0,15901384000.0,15839939000.0,-0.2585206671501088,-0.2448635904344897,-0.09030359355638162,-0.042068136133838196,-0.12318970002407259,0.20219138056975905,0.7910568375684655,0.8095238095238095,0.8138297872340428,0.8339823571485336,0.7505777777777778,4.9106280193236715,2.417942386831276,1.2446783625730995,0.41007194244604306,-0.0017077335935593574,-0.5324640766365087,0.097067448680352,-0.06902282601199916,-0.042068136133838196,-0.12536602421222853,0.8053870258017202,-0.1628498727735369,0.9540374406258731,0.786261661483785,-0.1681890147363293,0.0732716170967107,-0.004161409983618025,0.75177304964539,1.402693980637014,0.9673109352704632,0.3382716049382717,0.9385500227031935,0.9246127366609294,0.09573924233610098,-0.0034052995922840834,-0.0033212684824368566
0000320193-23-000077,AAPL,2023,3,10-Q,2022-09-25 00:00:00,2023-07-01 00:00:00,2023-08-04 00:00:00,2023-08-03 18:04:43,46699000000.0,19549000000.0,-11801000000.0,335038000000.0,122659000000.0,28408000000.0,165066000000.0,4.69,4.67,128721000000.0,12699000000.0,7020000000.0,-16790000000.0,-7609000000.0,2570000000.0,4863000000.0,2986000000.0,7351000000.0,274764000000.0,335038000000.0,124963000000.0,74039000000.0,-594000000.0,41389000000.0,87332000000.0,13640000000.0,64768000000.0,51730000000.0,753000000.0,27857000000.0,22608000000.0,1408000000.0,18781000000.0,8208000000.0,60274000000.0,15859263000.0,15792497000.0,0.08741413435789958,0.08993086529884042,0.004682445087689446,0.00866449903660893,0.0863142419384837,0.1507271033337385,0.37920489296636095,0.3713450292397662,0.3695014662756597,0.39447285175716074,0.28963135980501686,0.4344094809971393,-0.19138894240030824,-0.20706544393497295,0.008634222919937207,0.18841642228739008,0.6994877632327832,-0.017508687516706756,0.017636906393285967,0.00866449903660893,0.04070789090151994,0.36709258096680086,0.8054711246200608,0.47955244155287047,0.35747816084807416,-0.0014641288433382416,-0.00948186211537283,-0.021858336799909228,2.048582995951417,0.6267811259051623,0.4907028880390347,-0.6752767527675276,0.4663491567770144,0.46807368985870146,-0.030309855529457197,-0.0026488889269009608,-0.002995087291687182
0000320193-24-000006,AAPL,2024,1,10-Q,2023-10-01 00:00:00,2023-12-30 00:00:00,2024-02-02 00:00:00,2024-02-01 18:03:38,58146000000.0,23194000000.0,-9378000000.0,353514000000.0,143692000000.0,40760000000.0,64720000000.0,2.19,2.18,54855000000.0,6407000000.0,7255000000.0,-4542000000.0,-6555000000.0,137000000.0,1457000000.0,-3865000000.0,6511000000.0,279414000000.0,353514000000.0,133973000000.0,33916000000.0,-50000000.0,14482000000.0,40373000000.0,13979000000.0,66681000000.0,50353000000.0,284000000.0,13046000000.0,7696000000.0,8242000000.0,6786000000.0,2997000000.0,74100000000.0,15576641000.0,15509763000.0,0.24512302190625057,0.18645455010486467,-0.205321582916702,0.05514598344068444,0.17147539112498889,0.43480709659250905,-0.6079144099935783,-0.5330490405117272,-0.5331905781584583,-0.5738457594331927,-0.4954720844160958,0.033475783475783505,-0.7294818344252532,-0.1385201734787751,-0.946692607003891,-0.7003907053259305,-2.2943737441393166,-0.11427016732417361,0.0169236144473075,0.05514598344068444,0.07210134199723117,-0.5419170977457826,-0.9158249158249159,-0.6501002681871995,-0.5377066825447716,0.02485337243401764,0.029536190711462407,-0.02661898318190603,-0.6228419654714475,-0.5316796496392289,-0.659589525831564,4.853693181818182,-0.6386773867206219,-0.6348684210526316,0.22938580482463422,-0.017820626343103108,-0.017903058648673476
0000320193-24-000069,AAPL,2024,2,10-Q,2023-10-01 00:00:00,2024-03-30 00:00:00,2024-05-03 00:00:00,2024-05-02 18:04:25,45753000000.0,21837000000.0,-8960000000.0,337411000000.0,128416000000.0,32695000000.0,113202000000.0,3.72,3.71,97126000000.0,10829000000.0,14531000000.0,-16710000000.0,-7727000000.0,-53000000.0,4438000000.0,-3437000000.0,6232000000.0,263217000000.0,337411000000.0,123822000000.0,57552000000.0,108000000.0,28853000000.0,68273000000.0,13884000000.0,70262000000.0,47564000000.0,729000000.0,27462000000.0,15599000000.0,4339000000.0,13254000000.0,5961000000.0,74194000000.0,15520675000.0,15457810000.0,-0.21313589928799914,-0.058506510304389026,-0.04457240349754743,-0.0455512370090011,-0.10631072015143506,-0.19786555446516196,0.7491038318912238,0.6986301369863015,0.701834862385321,0.7705952055418832,0.6901826127672859,1.00289455547898,2.678996036988111,0.17879481311975587,-1.3868613138686132,2.0459849004804394,-0.11073738680465717,-0.0428505605897711,-0.05796774678434147,-0.0455512370090011,-0.07576899823098682,0.6968982191296142,-3.16,0.9923353128020991,0.691055903698016,-0.0067959081479361805,0.05370345375744212,-0.05538895398486687,1.566901408450704,1.1050130308140425,1.0268970893970892,-0.47355010919679685,0.9531388152077807,0.9889889889889889,0.0012685560053982137,-0.0035929440756835573,-0.0033496965749896246
0000320193-24-000081,AAPL,2024,3,10-Q,2023-10-01 00:00:00,2024-06-29 00:00:00,2024-08-02 00:00:00,2024-08-01 18:03:34,47574000000.0,22795000000.0,-8416000000.0,331612000000.0,125435000000.0,25565000000.0,159301000000.0,5.13,5.11,136804000000.0,14875000000.0,19230000000.0,-15171000000.0,-6697000000.0,-41000000.0,5626000000.0,2000000.0,6165000000.0,264904000000.0,331612000000.0,131624000000.0,79000000000.0,250000000.0,43179000000.0,93625000000.0,14297000000.0,70435000000.0,47084000000.0,1117000000.0,39838000000.0,23605000000.0,-4726000000.0,19574000000.0,8830000000.0,66708000000.0,15463175000.0,15401047000.0,0.03980066880860278,0.04387049503136886,-0.06071428571428572,-0.017186754433020868,-0.02321361824071766,-0.2180761584340113,0.4072277874949206,0.379032258064516,0.3773584905660379,0.408520890389803,0.37362637362637363,0.32337760649645575,-0.09210053859964096,-0.1332988223113757,-0.2264150943396226,0.2676881478143307,-1.0005819028222287,-0.010750962772785644,0.006409160502551137,-0.017186754433020868,0.06300980439663384,0.3726716708368085,1.3148148148148149,0.49651682667313635,0.3713327376854687,0.029746470757706645,0.0024622128604365745,-0.010091665965856533,0.5322359396433471,0.4506590925642706,0.513238028078723,-2.0891910578474304,0.47683718122830854,0.4812950847173294,-0.10089764670997659,-0.003704735779854973,-0.0036721243177396667
0000320193-25-000008,AAPL,2025,1,10-Q,2024-09-29 00:00:00,2024-12-28 00:00:00,2025-01-31 00:00:00,2025-01-31 06:01:27,61910000000.0,29639000000.0,-6789000000.0,344085000000.0,133240000000.0,30299000000.0,66025000000.0,2.41,2.4,58275000000.0,6254000000.0,18651000000.0,-6671000000.0,-3597000000.0,-215000000.0,-939000000.0,-11998000000.0,6911000000.0,277327000000.0,344085000000.0,144365000000.0,36330000000.0,-248000000.0,15443000000.0,42832000000.0,13248000000.0,77183000000.0,49006000000.0,603000000.0,15967000000.0,8268000000.0,-11221000000.0,7175000000.0,3286000000.0,66758000000.0,15150865000.0,15081724000.0,0.3013410686509439,0.30024128098267155,-0.19332224334600756,0.03761323474421907,0.0622234623510185,0.18517504400547624,-0.5855330475012712,-0.530214424951267,-0.5303326810176126,-0.5740256132861612,-0.5795630252100841,-0.03010920436817477,-0.5602794805879638,-0.4628938330595789,4.2439024390243905,-1.1669036615712762,-6000.0,0.12100567721005673,0.04689623410745014,0.03761323474421907,0.09679845620859417,-0.5401265822784811,-1.992,-0.6423492901642002,-0.5425153538050734,-0.07337203609148768,0.09580464257826371,0.040820660946393694,-0.4601611459265891,-0.5992017671569858,-0.6497352255877992,1.374312314853999,-0.6334423214468172,-0.6278595696489242,0.0007495352881212725,-0.020197016460073658,-0.020733850107723217
